,Year,Zip Code,Category,Measure,Data_Value_Type,Data_Value,Confidence Interval
15867,2020,01103,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,38.3,"(33.5, 43.3)"
15868,2020,02367,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.6,"(6.9, 8.4)"
15869,2020,02330,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.7,"(78.3, 83.0)"
15870,2020,02673,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,19.4,"(17.9, 20.9)"
15871,2020,01070,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.4,"(4.1, 6.8)"
15872,2020,01240,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,51.6,"(45.1, 57.3)"
15873,2020,01129,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,85.0,"(83.8, 86.3)"
15874,2019,01088,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,75.7,"(74.2, 77.4)"
15875,2020,02126,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.2,"(17.7, 18.7)"
15876,2019,01341,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,93.5,"(92.3, 94.4)"
15877,2020,02743,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.9,"(5.6, 8.3)"
15878,2020,02021,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,7.2,"(6.7, 7.8)"
15879,2020,01541,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,27.3,"(25.6, 29.2)"
15880,2020,01588,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,75.0,"(72.4, 77.3)"
15881,2020,01810,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,88.2,"(87.5, 88.8)"
15882,2020,01754,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,76.0,"(75.4, 76.6)"
15883,2020,01524,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,74.5,"(71.2, 77.6)"
15884,2020,02468,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.1,"(1.9, 2.3)"
15885,2020,01951,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.3,"(4.3, 6.6)"
15887,2020,02071,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,22.5,"(22.2, 22.7)"
15888,2020,02144,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,9.3,"(6.5, 12.9)"
15889,2020,01612,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,6.7,"(6.1, 7.4)"
15890,2019,02635,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,80.5,"(79.3, 81.7)"
15891,2019,01259,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,30.9,"(29.2, 32.7)"
15892,2019,02322,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,75.6,"(74.5, 76.8)"
15893,2020,01571,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,85.8,"(84.1, 87.5)"
15894,2020,02301,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,39.4,"(39.1, 39.7)"
15895,2020,02717,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,8.5,"(7.5, 9.7)"
15896,2019,02564,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,31.3,"(29.7, 33.0)"
15897,2020,01367,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,78.6,"(77.4, 79.6)"
15899,2020,01030,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,82.6,"(80.8, 84.3)"
15900,2020,01529,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,81.5,"(77.5, 84.7)"
15901,2020,01609,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,14.1,"(13.2, 15.2)"
15903,2020,01867,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,4.0,"(3.4, 4.5)"
15904,2019,01852,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,87.4,"(86.9, 88.0)"
15906,2020,02116,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,74.9,"(74.4, 75.3)"
15907,2020,02019,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,25.3,"(24.5, 26.1)"
15908,2020,01238,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,13.6,"(11.8, 15.6)"
15909,2020,02119,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,4.5,"(4.3, 4.7)"
15910,2020,01527,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.5,"(85.2, 87.8)"
15911,2019,01522,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,73.0,"(71.8, 74.0)"
15912,2020,01749,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,87.4,"(86.4, 88.3)"
15913,2020,02655,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,10.3,"(8.8, 12.1)"
15914,2020,01754,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.1,"(1.9, 2.3)"
15916,2020,01056,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.6,"(9.0, 10.3)"
15917,2020,01242,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.3,"(4.0, 6.8)"
15918,2020,01070,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,9.2,"(8.4, 10.2)"
15919,2019,01773,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,80.4,"(79.6, 81.3)"
15920,2020,02136,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.4,"(5.1, 5.7)"
15922,2020,01038,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,8.2,"(7.4, 9.1)"
15923,2020,02019,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,30.1,"(29.2, 31.0)"
15924,2020,01039,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,20.1,"(18.9, 21.5)"
15925,2020,02142,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.3,"(1.3, 1.4)"
15926,2020,02637,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,84.3,"(83.4, 85.1)"
15927,2020,02748,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.7,"(5.9, 7.7)"
15928,2020,01376,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,23.3,"(21.5, 25.1)"
15929,2020,02571,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,19.9,"(19.2, 20.6)"
15930,2020,01032,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,9.4,"(7.5, 11.5)"
15931,2020,01223,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.7,"(10.1, 11.3)"
15932,2020,01106,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.9,"(11.2, 12.6)"
15933,2020,01570,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,7.6,"(6.9, 8.4)"
15934,2020,01351,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,79.1,"(75.0, 83.1)"
15935,2020,02748,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.2,"(8.5, 10.0)"
15936,2019,02532,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,90.2,"(88.5, 91.5)"
15937,2020,02650,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,83.3,"(80.9, 85.3)"
15938,2020,01440,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,10.3,"(9.8, 10.8)"
15939,2020,01226,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,28.3,"(26.6, 29.8)"
15940,2020,01235,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,19.8,"(18.8, 20.8)"
15941,2020,02540,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,3.7,"(3.4, 4.0)"
15942,2020,01937,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.2,"(11.6, 14.9)"
15943,2020,01035,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,8.0,"(7.5, 8.5)"
15944,2020,02191,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,18.1,"(16.4, 20.0)"
15945,2019,02111,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,23.0,"(22.3, 23.7)"
15946,2020,01775,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,21.0,"(19.7, 22.5)"
15948,2020,02054,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,4.7,"(3.5, 6.0)"
15949,2020,01037,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,26.7,"(25.1, 28.3)"
15950,2020,01944,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,83.8,"(80.9, 86.2)"
15951,2020,01053,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,3.4,"(3.1, 3.8)"
15952,2020,02675,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,41.9,"(37.7, 45.9)"
15953,2019,02421,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,28.0,"(27.4, 28.5)"
15954,2020,02026,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.5,"(11.1, 12.0)"
15955,2020,02366,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.3,"(1.1, 1.5)"
15956,2020,02641,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,38.4,"(36.0, 40.8)"
15957,2020,01772,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.6,"(16.3, 16.9)"
15958,2020,02664,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,82.5,"(82.0, 83.0)"
15959,2020,02190,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.8,"(18.1, 19.6)"
15960,2020,01834,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.6,"(7.2, 8.0)"
15961,2020,01516,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,83.1,"(79.7, 86.2)"
15962,2020,02186,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.6,"(11.1, 12.1)"
15963,2020,01094,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.2,"(4.7, 7.9)"
15964,2020,02052,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,8.8,"(7.4, 10.2)"
15965,2020,02151,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,76.5,"(75.6, 77.4)"
15967,2020,02717,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,52.4,"(44.1, 60.5)"
15968,2020,01852,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,25.2,"(24.8, 25.5)"
15969,2019,01467,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,33.7,"(32.5, 34.9)"
15970,2020,02030,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.8,"(8.9, 10.9)"
15971,2020,01718,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,19.7,"(18.5, 21.0)"
15972,2020,02169,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.6,"(2.5, 2.7)"
15973,2020,02464,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,15.6,"(15.4, 16.0)"
15974,2019,01843,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,70.5,"(70.0, 71.0)"
15975,2020,02563,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,41.8,"(37.4, 45.8)"
15976,2020,01830,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.2,"(5.8, 6.6)"
15979,2020,01054,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,7.9,"(4.2, 13.1)"
15980,2020,01256,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,85.5,"(83.2, 88.1)"
15981,2020,01902,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,32.1,"(31.3, 32.8)"
15982,2020,02460,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,79.8,"(78.6, 80.8)"
15983,2020,01464,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.2,"(2.0, 2.5)"
15984,2020,01366,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,8.1,"(7.7, 8.5)"
15985,2020,02494,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.1,"(8.8, 9.5)"
15986,2020,02543,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,8.5,"(6.9, 10.5)"
15987,2020,02370,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.5,"(5.2, 5.8)"
15988,2020,01775,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.0,"(1.7, 2.3)"
15989,2020,01118,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,15.2,"(11.7, 19.2)"
15990,2020,02461,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,54.2,"(50.7, 57.3)"
15991,2020,01151,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,81.9,"(80.1, 83.5)"
15992,2020,02151,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.0,"(10.9, 11.2)"
15993,2020,02777,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.7,"(2.6, 2.9)"
15994,2020,02553,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,25.4,"(23.7, 27.1)"
15995,2020,01119,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,24.6,"(23.5, 25.8)"
15996,2020,01867,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,54.1,"(50.3, 57.6)"
15997,2019,01605,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,29.3,"(29.0, 29.6)"
15998,2020,02481,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.1,"(3.8, 4.3)"
15999,2019,02368,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,30.2,"(29.9, 30.5)"
16000,2020,02641,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,78.6,"(74.5, 82.4)"
16001,2020,01719,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,13.8,"(11.8, 16.3)"
16002,2019,02301,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,72.9,"(72.7, 73.1)"
16003,2020,01054,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,77.4,"(76.3, 78.4)"
16004,2020,02053,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,58.0,"(51.7, 63.4)"
16005,2020,02171,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,54.5,"(51.1, 57.6)"
16006,2020,02746,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,9.0,"(8.5, 9.3)"
16007,2020,01510,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,79.4,"(78.9, 79.9)"
16009,2019,02145,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,87.9,"(87.1, 88.6)"
16010,2020,02745,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.3,"(78.8, 81.6)"
16011,2020,01073,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.4,"(2.2, 2.6)"
16012,2020,02322,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.6,"(10.1, 11.1)"
16013,2020,02446,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,42.9,"(40.4, 45.3)"
16014,2020,01752,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,74.9,"(74.6, 75.3)"
16015,2020,01103,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,19.4,"(18.4, 20.4)"
16020,2020,01013,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,27.4,"(26.9, 27.9)"
16021,2019,01902,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,28.3,"(28.0, 28.5)"
16022,2020,02460,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,10.9,"(10.5, 11.3)"
16023,2020,01560,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,17.8,"(16.8, 19.2)"
16024,2020,01611,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,74.5,"(71.5, 77.3)"
16025,2019,01257,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,78.9,"(77.6, 80.1)"
16026,2020,01068,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.2,"(1.9, 2.6)"
16027,2020,01244,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,88.3,"(85.7, 90.5)"
16028,2020,02532,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,29.6,"(28.6, 30.5)"
16029,2019,02554,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,28.5,"(28.1, 29.0)"
16030,2020,01089,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.2,"(11.0, 11.5)"
16032,2020,01985,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,24.6,"(22.9, 26.4)"
16033,2020,01026,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,24.7,"(23.0, 26.5)"
16037,2020,02050,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.0,"(4.6, 5.5)"
16038,2020,01907,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,26.5,"(25.5, 27.5)"
16040,2020,02646,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,26.3,"(24.9, 27.6)"
16041,2020,01351,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.9,"(5.3, 6.5)"
16042,2020,01754,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,4.8,"(4.0, 5.6)"
16043,2020,02030,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.8,"(7.4, 8.2)"
16044,2020,01106,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,8.1,"(5.6, 11.8)"
16045,2020,01731,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,9.3,"(7.2, 11.6)"
16046,2020,01057,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.6,"(5.1, 6.0)"
16047,2019,01038,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,29.0,"(27.5, 30.6)"
16048,2020,01354,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,26.4,"(24.5, 28.3)"
16049,2020,01093,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,26.7,"(24.5, 28.9)"
16050,2019,02135,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,85.4,"(84.6, 86.2)"
16051,2020,02367,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,25.4,"(23.7, 26.8)"
16052,2019,01560,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,69.2,"(67.8, 70.4)"
16053,2020,02139,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,79.3,"(78.7, 79.9)"
16055,2020,02468,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,55.8,"(50.9, 59.9)"
16056,2020,01890,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.6,"(3.3, 4.0)"
16057,2020,01609,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,25.2,"(23.6, 27.0)"
16058,2019,02420,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,95.5,"(95.2, 95.8)"
16059,2020,02140,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,16.9,"(16.5, 17.2)"
16060,2020,01531,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,31.3,"(29.4, 33.0)"
16061,2019,01906,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,31.0,"(30.6, 31.5)"
16062,2019,02134,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,54.6,"(53.7, 55.3)"
16063,2020,02637,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,8.4,"(7.1, 9.9)"
16064,2020,01083,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,54.7,"(49.5, 60.2)"
16066,2020,01983,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.6,"(6.8, 8.5)"
16067,2020,01072,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.8,"(11.6, 14.3)"
16068,2020,02067,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,46.7,"(43.7, 49.3)"
16069,2020,01033,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.4,"(2.2, 2.6)"
16070,2020,01095,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,15.9,"(15.6, 16.3)"
16072,2020,01540,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,27.0,"(25.9, 28.0)"
16073,2020,02215,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,19.0,"(18.0, 20.0)"
16074,2020,01510,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,84.8,"(83.6, 86.1)"
16075,2020,02379,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,60.7,"(55.0, 65.9)"
16076,2020,02667,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,42.6,"(35.4, 49.3)"
16079,2020,02144,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,4.7,"(4.5, 4.8)"
16080,2020,01225,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.8,"(2.5, 3.1)"
16081,2020,01266,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,9.7,"(9.0, 10.4)"
16082,2019,01585,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,78.2,"(77.3, 79.1)"
16083,2020,02719,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,9.2,"(8.8, 9.7)"
16085,2020,01368,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.8,"(2.4, 3.2)"
16086,2020,02762,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,57.4,"(50.1, 64.2)"
16088,2020,01590,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,26.1,"(24.9, 27.2)"
16089,2020,02673,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.5,"(5.7, 7.4)"
16092,2020,01562,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,7.0,"(6.0, 8.2)"
16093,2020,02333,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.9,"(5.1, 6.7)"
16094,2020,02474,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.4,"(16.3, 16.5)"
16095,2019,01770,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,76.9,"(75.7, 78.1)"
16098,2020,01430,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,9.2,"(6.4, 12.7)"
16099,2020,01541,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,4.7,"(3.7, 5.9)"
16102,2020,02343,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,26.6,"(25.6, 27.5)"
16103,2020,02538,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,13.3,"(11.9, 15.0)"
16105,2020,02169,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.4,"(8.1, 8.6)"
16106,2020,01027,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.5,"(5.2, 5.8)"
16107,2020,01719,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.2,"(5.9, 6.6)"
16109,2020,02338,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,24.2,"(22.6, 25.6)"
16110,2020,01242,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,11.8,"(9.1, 14.7)"
16111,2019,02047,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,81.2,"(80.0, 82.3)"
16112,2020,02171,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,30.7,"(30.0, 31.3)"
16113,2020,02043,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,3.7,"(3.2, 4.3)"
16114,2020,01966,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,29.5,"(28.2, 30.9)"
16115,2020,01128,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,15.1,"(14.2, 15.9)"
